idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"Alice Through the Looking Glass (2016 film) is directed by James Bobin and produced by Tim Burton, Joe Roth, Suzanne Todd, and Jennifer Todd.",Tim Burton,0.0011258125305175781,3.1725378036499023,0.32010114192962646
1,Ann Cusack.,Ann Cusack,0.0010726451873779297,0.7382352352142334,0.9818946123123169
2,Reed Business Information.,Reed Business Information,0.0009710788726806641,0.6490573883056641,0.9774214625358582
3,"No, they are in different countries: University of Wisconsin–Madison is in the United States and TU Wien is in Austria.",no,0.0009474754333496094,1.5170669555664062,0.09488577395677567
4,Miguel Ferrer.,Miguel Ferrer,0.000949859619140625,0.6960597038269043,0.9774265289306641
5,Scottish.,Scottish,0.0009300708770751953,0.5400166511535645,0.953353762626648
6,French.,French,0.0009057521820068359,0.6126408576965332,0.9555248618125916
7,James Mitchell.,James Mitchell,0.0008776187896728516,0.6526343822479248,0.9802627563476562
8,"Rubin ""Hurricane"" Carter.","Rubin ""Hurricane"" Carter",0.0009043216705322266,0.7840654850006104,0.981860876083374
9,Dutch.,Dutch,0.0009665489196777344,0.6023926734924316,0.9625337719917297
10,Édouard Roger-Vasselin,Édouard Roger-Vasselin,0.0009472370147705078,0.8066339492797852,1.0
11,"January 29, 1963.","January 29, 1963",0.000978231430053711,0.8099551200866699,0.9890339970588684
12,Calle 54.,Calle 54,0.0010111331939697266,0.7323203086853027,0.9855996370315552
13,8 March 1702.,8 March 1702,0.0009403228759765625,0.7788829803466797,0.9849077463150024
14,"No, Shifty Shellshock is a rap rock vocalist, and Alissa White-Gluz is a melodic death metal vocalist.",no,0.0008504390716552734,1.6356537342071533,0.185442253947258
15,A comedy-drama film.,comedy-drama,0.0009493827819824219,0.7426137924194336,0.8031873106956482
16,Jonathan Bower.,Jonathan Bower,0.00089263916015625,0.6597509384155273,0.9820499420166016
17,Dan Hartman.,Dan Hartman,0.0010077953338623047,0.6941397190093994,0.9792688488960266
18,T-Boz.,Tionne Tenese Watkins,0.000972747802734375,0.7283143997192383,0.24610954523086548
19,City of Manchester Stadium.,Etihad Stadium,0.0008544921875,0.698906421661377,0.7076281905174255
20,"No, One Liberty Plaza is 743 ft tall, while 252 East 57th Street is 712 ft tall.",yes,0.0009088516235351562,1.5508010387420654,0.10696939378976822
21,Shvetashvatara Upanishad.,Shvetashvatara Upanishad,0.0010457038879394531,0.8574349880218506,0.9884897470474243
22,James Wan.,James Wan,0.0009560585021972656,0.649176836013794,0.9769432544708252
23,Tennis.,cricket,0.0009601116180419922,0.597545862197876,0.5742868781089783
24,"The Anglo-Saxon kingdoms of Northumbria, Mercia, East Anglia, and Wessex.","Northumbria, Mercia, East Anglia and Wessex",0.0009255409240722656,1.2914161682128906,0.8761096000671387
25,Intelligent design movement.,Intelligent design movement,0.0009186267852783203,0.6495039463043213,0.9738669991493225
26,"Angraecum has more species, with approximately 220, while Geum has about 50 species.",Angraecum,0.0008549690246582031,1.3467645645141602,0.4691123962402344
27,Logan International Airport.,Logan International Airport,0.0009036064147949219,0.6517016887664795,0.9586355686187744
28,Yes.,yes,0.0008442401885986328,0.51385498046875,0.836855947971344
29,Three years.,three years,0.000896453857421875,0.650991678237915,0.9576672315597534
30,London.,London,0.0008673667907714844,0.5955314636230469,0.9624133110046387
31,Mike Mignola.,Mike Mignola,0.0008416175842285156,0.696342945098877,0.9848402738571167
