idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"The relational model improved over time with advancements in computing hardware, allowing for the wide deployment of relational systems in the mid-1980s.",without constant rewriting of links and pointers,0.23172330856323242,2.944378137588501,0.14145568013191223
1,The 1840s.,1840s,0.5084867477416992,0.4645817279815674,0.9471951723098755
2,Consistency.,database related application,0.3235621452331543,0.35253262519836426,0.08710356801748276
3,Voiceless and voiced.,allophonic or phonemic,0.4003608226776123,0.2522392272949219,0.39189276099205017
4,Less than 6% moisture.,6,0.2905313968658447,0.5028560161590576,0.1457238346338272
5,"The text does not mention who discovered COBOL. It mentions that COBOL was different from other languages like BASIC, C, FORTRAN, and COBOL, but it does not provide information on its discovery.",Database Task Group,0.41153502464294434,1.8776838779449463,0.015718668699264526
6,Breathy-voiced consonants.,degrees of aspiration,0.4824404716491699,0.5336024761199951,0.3114379346370697
7,By voicing.,voicing,0.26502490043640137,0.38496923446655273,0.7791306376457214
8,QUEL.,QUEL,0.2670886516571045,0.3502323627471924,0.9036005735397339
9,A sponge.,felt,0.9823274612426758,0.17307114601135254,0.2623274326324463
10,"None, as they use acid-free paper.",acid-free,0.38143444061279297,0.573509693145752,0.47134605050086975
11,Object-relational impedance mismatch.,object-relational impedance mismatch,0.7988507747650146,0.46024370193481445,0.9925756454467773
12,"dBASE was unique because it handled data manipulation automatically, freeing the user from having to deal with file management details.",data manipulation is done by dBASE,0.25958704948425293,1.084550142288208,0.5887733697891235
13,Codd.,Codd,1.0702197551727295,0.3492608070373535,0.9640841484069824
14,A cooking liquor.,felt,1.1737298965454102,0.38671445846557617,0.1817883849143982
15,Laidlines.,Laidlines,0.2895200252532959,0.3882870674133301,0.9563372135162354
16,Stops.,consonant clusters,0.25075340270996094,0.1382458209991455,0.15855883061885834
17,Bleaching.,sizing,0.3826301097869873,0.3496570587158203,0.208847776055336
18,Sulfur.,china clay,0.289783239364624,0.21008968353271484,0.27603715658187866
19,It is cut into sheets for other printing processes or other purposes.,cut into sheets,0.30330657958984375,0.7223935127258301,0.6130101680755615
20,Ejective.,breathy-voiced,0.32964515686035156,0.17446208000183105,0.1390886902809143
21,Paperfoam is biodegradable and can be recycled with ordinary paper.,recycled,0.4124484062194824,0.7246100902557373,0.5233820676803589
22,2,2,0.4516146183013916,0.31437039375305176,1.0
23,Less than 10%.,10%,0.3787837028503418,0.3024437427520752,0.8087474703788757
24,Programmers use an application programming interface (API) or a wire protocol to access the DBMS.,wire protocol,0.5040426254272461,0.9784238338470459,0.37908315658569336
25,There can be any number of different external views of data.,any number,0.44756364822387695,0.6794545650482178,0.09695440530776978
26,Tuple calculus.,tuple calculus,0.4050450325012207,0.3498344421386719,0.9618598818778992
27,Maceration.,maceration,0.2927665710449219,0.35196852684020996,0.9490299224853516
28,"System R worked on multi-table systems, allowing data to be split so that not all data for a record had to be stored in a single large ""chunk"".",multi-table systems,0.3437995910644531,1.411870002746582,0.39095818996429443
29,Stops.,left unmarked,0.45807623863220215,0.13759732246398926,0.22565971314907074
30,Groundwood process.,groundwood pulp,0.29729509353637695,0.38539981842041016,0.705224871635437
31,Sound approximation techniques.,sound approximation techniques,0.3276400566101074,0.2830381393432617,0.9900144338607788
32,"None, the text does not mention fibre waste in the bleaching process.",5%,0.2734091281890869,0.6690330505371094,0.14378905296325684
33,The conceptual view abstracts away details of how the data are stored or managed.,abstracts away details,0.29065418243408203,0.8323256969451904,0.4266469478607178
34,Vowels and nasals.,vowels and nasals,0.48650646209716797,0.35782432556152344,0.9630799293518066
