idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Slaughterhouse-Five.,Slaughterhouse-Five,0.0012242794036865234,2.5679636001586914,0.9646490216255188
1,Mandolin.,mandolin,0.001463174819946289,1.237112283706665,0.9651979804039001
2,2 terms.,two terms,0.0012786388397216797,1.2968494892120361,0.8804993629455566
3,Jeff Green.,Jeff Green,0.0013408660888671875,1.2467501163482666,0.9765273332595825
4,Yes.,yes,0.0012085437774658203,1.1711084842681885,0.836855947971344
5,Max Tegmark,Max Tegmark,0.0012748241424560547,1.1667039394378662,1.0
6,1991,1991,0.0012423992156982422,1.2392542362213135,1.0
7,American.,American,0.0012097358703613281,1.187101125717163,0.9135115146636963
8,Meghan McCain.,Meghan McCain,0.0013053417205810547,1.1954984664916992,0.9756284356117249
9,"""Douglas"" is derived from the Gaelic ""dubh glas"", meaning ""black stream"".","""dubh glas"", meaning ""black stream""",0.00121307373046875,2.135943651199341,0.6609942317008972
10,Robert Louis Stevenson.,Robert Louis Stevenson,0.0013265609741210938,1.2247755527496338,0.9807402491569519
11,Bianca Gascoigne.,Bianca Gascoigne,0.0013766288757324219,1.3716521263122559,0.9892776012420654
12,RG3.,RG3 or RGIII,0.001230001449584961,1.1465635299682617,0.7810878753662109
13,Mike Dirnt of Green Day.,Billie Joe Armstrong,0.0012216567993164062,1.3726441860198975,0.5726205110549927
14,"Brierfield, Lancashire.","8,200",0.0012142658233642578,1.4048435688018799,-0.01966811530292034
15,Good Charlotte has released more albums.,Good Charlotte,0.0012059211730957031,1.3305442333221436,0.6434453725814819
