idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"The relational model improved over time with advancements in computing hardware, allowing for the wide deployment of relational systems in the mid-1980s, and by the early 1990s, relational systems dominated large-scale data processing applications.",without constant rewriting of links and pointers,0.0011658668518066406,3.908996105194092,0.11320385336875916
1,1840s.,1840s,0.001081705093383789,0.7380819320678711,0.9609662294387817
2,The database's conceptual and external architectural levels.,database related application,0.0009720325469970703,0.8509743213653564,0.5931810140609741
3,Two forms of aspiration: unaspirated and aspirated.,allophonic or phonemic,0.0009658336639404297,1.0200388431549072,0.2269139140844345
4,Less than 6% moisture.,6,0.0010046958923339844,0.8156149387359619,0.1457238346338272
5,CODASYL.,Database Task Group,0.0009527206420898438,0.6885972023010254,0.07132144272327423
6,Degrees of aspiration.,degrees of aspiration,0.0009510517120361328,0.6720683574676514,0.9481090307235718
7,"Primarily by voicing, with voiceless stops sometimes aspirated and voiced stops usually unaspirated.",voicing,0.0010333061218261719,1.3606314659118652,0.5767609477043152
8,QUEL.,QUEL,0.0010204315185546875,0.6522233486175537,0.9036005735397339
9,A special kind of felt.,felt,0.0010271072387695312,0.7806563377380371,0.7356632947921753
10,"None, as book publishers tend to use acid-free paper.",acid-free,0.001016855239868164,1.0143485069274902,0.4409483075141907
11,Object-relational impedance mismatch.,object-relational impedance mismatch,0.000989675521850586,0.7747883796691895,0.9925756454467773
12,"dBASE was unique because it did a lot of the ""dirty work"" for the user, allowing them to focus on the task at hand rather than managing data storage and retrieval.",data manipulation is done by dBASE,0.0009639263153076172,1.9897651672363281,0.6008735299110413
13,Edgar F. Codd.,Codd,0.0009717941284179688,0.7715566158294678,0.5961281061172485
14,A special kind of felt.,felt,0.0009891986846923828,0.7786555290222168,0.7356632947921753
15,Laidlines.,Laidlines,0.0009636878967285156,0.6995987892150879,0.9563372135162354
16,Consonant clusters.,consonant clusters,0.0009508132934570312,0.729060173034668,0.9807688593864441
17,Sizing.,sizing,0.0009856224060058594,0.658818244934082,0.9221678972244263
18,china clay.,china clay,0.0009639263153076172,0.6499896049499512,0.9766733050346375
19,The paper is cut into sheets for other printing processes or other purposes.,cut into sheets,0.0009965896606445312,1.1105573177337646,0.6587461233139038
20,Breathed-voiced.,breathy-voiced,0.0009596347808837891,0.7567267417907715,0.8411439061164856
21,Paperfoam is biodegradable and can be recycled with ordinary paper.,recycled,0.0009508132934570312,1.1262123584747314,0.5233820676803589
22,2,2,0.001013040542602539,0.6153113842010498,1.0
23,Less than 10%.,10%,0.0010139942169189453,0.7328925132751465,0.8087474703788757
24,"Programmers may use a wire protocol directly, or more likely through an application programming interface.",wire protocol,0.0009465217590332031,1.247901201248169,0.7014158964157104
25,There can be any number of different external views of data.,any number,0.0009846687316894531,1.0179939270019531,0.09695440530776978
26,Tuple calculus.,tuple calculus,0.0010170936584472656,0.6544625759124756,0.9618598818778992
27,Maceration.,maceration,0.0009922981262207031,0.6558628082275391,0.9490299224853516
28,"System R worked on a prototype system based on Codd's concepts, which introduced a new way of storing data in tables of fixed-length records, allowing for normalized tables and efficient storage of sparse databases.",multi-table systems,0.0009562969207763672,2.1521830558776855,0.5254122018814087
29,Unvoiced.,left unmarked,0.0009624958038330078,0.6872231960296631,0.23295286297798157
30,Groundwood pulp (GW) is another process used in pulping.,groundwood pulp,0.0009508132934570312,1.1073415279388428,0.7807644605636597
31,Sound approximation techniques.,sound approximation techniques,0.0009987354278564453,0.6721444129943848,0.9900144338607788
32,5%,5%,0.0009686946868896484,0.6484403610229492,1.0
33,The conceptual view abstracts away details of how the data are stored or managed (internal level).,abstracts away details,0.0009672641754150391,1.3071515560150146,0.39643460512161255
34,Vowels and nasals.,vowels and nasals,0.0009458065032958984,0.7555186748504639,0.9630799293518066
35,IMS (Information Management System),Information Management System (IMS),0.0009572505950927734,0.7761387825012207,0.9770329594612122
36,Chainlines.,chainlines,0.0009691715240478516,0.6521050930023193,0.9355942010879517
37,A DBMS.,DBMSs,0.000993490219116211,0.6966102123260498,0.8798335194587708
38,unaspirated.,unaspirated,0.0009772777557373047,0.6881651878356934,0.9698464274406433
39,A ream of paper.,a ream,0.0009772777557373047,0.7713429927825928,0.7396698594093323
40,16 billion.,16 billion,0.0009729862213134766,0.6887900829315186,0.9836615324020386
41,Mycenaean Greek.,Mycenaean Greek,0.000995635986328125,0.7629859447479248,0.9821157455444336
42,Cai Lun.,Cai Lun,0.001007080078125,0.691838264465332,0.986076295375824
43,Lignin.,lignin,0.0009207725524902344,0.686347246170044,0.9718020558357239
44,"""The Programmer as Navigator""",The Programmer as Navigator,0.0010230541229248047,0.7807610034942627,0.9462195634841919
45,Length and width of a sheet of paper.,length and width,0.0009531974792480469,0.8891046047210693,0.6875115633010864
46,Bits.,bits,0.0009565353393554688,0.6122028827667236,0.9333183169364929
47,Logs.,debarked logs,0.000965118408203125,0.610084056854248,0.6489847898483276
48,Wahgi.,Wahgi,0.000993967056274414,0.643695592880249,0.9772335290908813
49,⟨p t k⟩,⟨p t k⟩,0.0009529590606689453,0.7329850196838379,1.0
50,Oracle.,an email system,0.0009527206420898438,0.6099245548248291,0.3042723834514618
51,A good understanding of the application domain.,the application domain,0.0009615421295166016,0.8599483966827393,0.8609786033630371
52,Air and/or heat.,air,0.0009527206420898438,0.73748779296875,0.6531648635864258
53,The wire mesh pattern.,density,0.0010309219360351562,0.739403247833252,0.14091676473617554
54,The Library of Congress.,Library of Congress,0.0010287761688232422,0.7258346080780029,0.9505399465560913
55,"No, it was generally unsuccessful.",efforts were generally unsuccessful,0.0009522438049316406,0.8194103240966797,0.6464982032775879
56,By placing the aspiration modifier letter before the consonant symbol: ⟨ʰp⟩ represents the preaspirated bilabial stop.,placing the aspiration modifier letter before the consonant symbol,0.0009703636169433594,1.656371831893921,0.6279667615890503
57,Place of articulation.,place of articulation,0.001012563705444336,0.7266232967376709,0.9734596610069275
58,The CAP theorem.,the CAP theorem,0.0009722709655761719,0.6939859390258789,0.9813960790634155
59,Pressing the sheet removes the water by force.,Pressing,0.001012563705444336,0.9502832889556885,0.3680378794670105
60,1973.,1973,0.0009753704071044922,0.6954538822174072,0.9672453999519348
61,Navajo.,Navajo,0.0009739398956298828,0.6465446949005127,0.9691097736358643
62,a compound word.,compound words,0.0009920597076416016,0.6905050277709961,0.9036589860916138
63,Pinyin.,pinyin,0.0009827613830566406,0.6394731998443604,0.9336914420127869
64,"Performance, scalability, recovery, security, and other factors.","performance, scalability, recovery, security",0.0009930133819580078,1.0218119621276855,0.8825159072875977
65,"No, transactions are not limited, they can encapsulate a number of operations over a database.",Each transaction has well defined boundaries,0.0009315013885498047,1.2943155765533447,0.49265256524086
66,Calendering.,calendering,0.0009860992431640625,0.6939318180084229,0.9591610431671143
67,Static analysis can be applied to query languages using the Abstract interpretation framework to support sound approximation techniques.,software verification,0.0009937286376953125,1.2754311561584473,0.29760247468948364
68,Consonant clusters.,consonant clusters,0.0010526180267333984,0.7211935520172119,0.9807688593864441
69,"2nd century AD, possibly as early as 105 AD, by Cai Lun.",2nd century AD,0.0009593963623046875,1.3083679676055908,0.709786057472229
70,Object-relational mappings (ORMs).,object-relational mappings (ORMs),0.000997781753540039,0.857614278793335,0.9893014430999756
71,The conceptual and external architectural levels.,conceptual and external architectural levels,0.0010042190551757812,0.7916808128356934,0.9780148267745972
72,Medieval and Modern Greek.,Medieval and Modern Greek,0.0009996891021728516,0.7192213535308838,0.9714529514312744
73,System R.,System R,0.0009815692901611328,0.6538548469543457,0.9615912437438965
74,aspiration.,aspiration,0.0009899139404296875,0.598811149597168,0.9633735418319702
75,"In a relational system, information is stored in a series of normalized tables (or relations), with each table used for a different type of entity.",normalized into a user table,0.0009479522705078125,1.710273027420044,0.45828574895858765
76,The geographical database project.,INGRES,0.0009772777557373047,0.7098922729492188,0.16559463739395142
77,Eugene Wong and Michael Stonebraker.,Eugene Wong and Michael Stonebraker,0.0009696483612060547,0.8523790836334229,0.9850866794586182
78,The 13th century.,13th,0.0010197162628173828,0.7735614776611328,0.568101704120636
79,Paperfoam.,paperfoam,0.0009894371032714844,0.6850364208221436,0.9803333282470703
80,"Adabas, Oracle, and DB2.","Adabas, Oracle and DB2",0.0009987354278564453,0.9266314506530762,0.8736719489097595
81,The aspiration modifier letter.,aspiration modifier,0.0009589195251464844,0.6914923191070557,0.8226926922798157
82,"A type of phonation or vibration of the vocal folds, often associated with voiced consonants.",a type of phonation or vibration of the vocal folds,0.0009484291076660156,1.270909309387207,0.9310306310653687
83,Thousands of human years.,thousands of human years,0.0009822845458984375,0.7347760200500488,0.9780198335647583
84,Unused items are simply not placed in the database.,not be placed in the database,0.001010894775390625,0.9389269351959229,0.4883557856082916
85,A subschema.,subschemas,0.0010280609130859375,0.6967318058013916,0.8603081703186035
86,Light and oxygen.,light and oxygen,0.0010042190551757812,0.6913473606109619,0.9246759414672852
87,Laidlines.,Laidlines,0.0009653568267822266,0.6855857372283936,0.9563372135162354
88,Relational systems.,relational systems,0.0010123252868652344,0.6916887760162354,0.9545637965202332
89,bagdatikos,bagdatikos,0.0009920597076416016,0.6983113288879395,1.0000001192092896
90,"No, each database backup is kept in a dedicated backup file.",dedicated backup files,0.0009577274322509766,1.0361063480377197,0.6755660772323608
91,Relinking.,re-linking,0.0009975433349609375,0.6301305294036865,0.8259122371673584
92,breathy-voiced release.,breathy,0.0010340213775634766,0.7970120906829834,0.5817857980728149
93,"In a relational model, information was found by searching for a ""key"", a unique piece of information that defines a particular record.",by content,0.0009653568267822266,1.5889899730682373,0.18710926175117493
94,One-to-many relationship.,one-to-many,0.000990152359008789,0.7326266765594482,0.817967414855957
95,"Rag paper was more stable due to the absence of acidic alum, which caused ""slow fire"" degradation.",more stable,0.0010120868682861328,1.3953619003295898,0.2806408405303955
96,"Data is accessed through the database management system (DBMS) using interfaces such as SQL, ODBC, or JDBC.","by a ""database management system"" (DBMS)",0.0009756088256835938,1.5055530071258545,0.6613515615463257
97,Papyrus.,silk,0.0009663105010986328,0.6527671813964844,0.3904642164707184
98,Object-oriented programming.,object-oriented,0.0010216236114501953,0.6983494758605957,0.9017022252082825
99,Wood.,wood,0.0009698867797851562,0.6161763668060303,0.9457255601882935
100,IMS is classified as a hierarchical database.,hierarchical database,0.0010027885437011719,0.855431079864502,0.5973079204559326
101,Reels.,reels,0.001020193099975586,0.6555514335632324,0.9764447212219238
102,"A common view of the database, independent of different external view structures, and abstracts away details of how the data are stored or managed (internal level).",a level of indirection between internal and external,0.000942230224609375,1.7816941738128662,0.39033007621765137
103,The pith of the Cyperus papyrus plant.,the pith,0.0010080337524414062,1.0202631950378418,0.39792928099632263
104,Appropriate rollers.,rollers,0.0010123252868652344,0.6779215335845947,0.8782526850700378
105,Storage properties and configuration settings.,storage properties and configuration setting,0.0009865760803222656,0.7592628002166748,0.9120930433273315
106,Classical Attic.,Classical Attic,0.0009703636169433594,0.6774072647094727,0.9651171565055847
107,Slack or breathy voice.,slack or breathy,0.0009610652923583984,0.7580652236938477,0.8413609266281128
108,"Database administrators interact with the DBMS through dedicated interfaces to build and maintain the applications' databases, requiring knowledge of how DBMSs operate and their external interfaces and tuning parameters.",through dedicated interfaces,0.0009548664093017578,1.9423720836639404,0.4494546949863434
109,"The database engine, also known as the ""storage engine"", is responsible for putting data into permanent storage.",database engine,0.0009372234344482422,1.3850836753845215,0.6577142477035522
110,Information is accessed in a relational model by searching for a unique key that links related data together.,"a ""key""",0.0009784698486328125,1.301988124847412,0.4093628525733948
111,"Through application software that accesses the database on behalf of end-users, without exposing the DBMS interface directly.",application software,0.0009491443634033203,1.344930648803711,0.3538650572299957
112,"Four: voiceless, aspirated, voiced, and breathy-voiced.",four,0.0010173320770263672,1.1934123039245605,0.5017788410186768
113,Indian and East Asian languages.,Indian and East Asian,0.0009677410125732422,0.7771928310394287,0.7480367422103882
114,"The cost to create a DBMS is typically distributed among a large number of users, making it a cost-effective approach.",spread over a large number of users,0.0009505748748779297,1.4957070350646973,0.4643324911594391
115,Database access control limits who can access what information in the database.,who (a person or a certain computer program) is allowed to access what information,0.0009405612945556641,1.0473568439483643,0.608680248260498
116,"IBM DBMS, known as Information Management System (IMS), was a database management system designed to store and manage large amounts of data for the Apollo program on the System/360.",the Apollo program,0.0009222030639648438,1.979734182357788,0.3033237159252167
117,The stop is held longer and then has an aspirated release.,the stop is held longer and then has an aspirated release.,0.0009553432464599609,1.0254311561584473,1.0
118,Wove paper.,wove paper,0.0009813308715820312,0.6972103118896484,0.9636610150337219
119,Chalk.,chalk,0.000993490219116211,0.655487060546875,0.9662595987319946
120,Edgar F. Codd.,Edgar F. Codd,0.0009744167327880859,0.7802286148071289,0.9894318580627441
121,Card.,card,0.0009646415710449219,0.6060502529144287,0.9117406606674194
122,"Through a database management system (DBMS), which provides various functions for entry, storage, and retrieval of large quantities of information.",Hardware database accelerators,0.0009722709655761719,1.5462501049041748,0.4099411964416504
123,Two.,two,0.0009760856628417969,0.6069002151489258,0.8910362720489502
124,Wu Chinese and Classical Attic dialect of Ancient Greek.,Wu Chinese,0.0009918212890625,0.9701738357543945,0.4802006185054779
125,thousandths of a mm.,mm,0.0009763240814208984,0.7775266170501709,0.46477389335632324
126,Zein (corn protein).,corn protein,0.0009758472442626953,0.7584340572357178,0.7864973545074463
127,Card stock.,card,0.0010035037994384766,0.6545274257659912,0.6373181939125061
128,To correct erroneous data.,database is found corrupted,0.0009708404541015625,0.7113831043243408,0.2758059501647949
129,Kx'a languages.,Kx'a languages,0.0009942054748535156,0.7174091339111328,0.9661960601806641
130,papyrus,Papyrus,0.0009760856628417969,0.6128020286560059,1.0
131,"External views of data allow users to see database information in a more business-related way, rather than a technical, processing viewpoint.",see database information in a more business-related way,0.0009450912475585938,1.5456995964050293,0.6293919682502747
132,phonemes,phonemes,0.0009860992431640625,0.59759521484375,1.0
133,The DBMS (Database Management System) assists a user in seeing a table.,DBMS,0.0009591579437255859,1.1777141094207764,0.6827207803726196
134,Tabular model.,tabular,0.0009679794311523438,0.6932101249694824,0.8150460720062256
135,4,up to four,0.001003265380859375,0.5959491729736328,0.6909276843070984
136,Lignin.,lignin,0.0009546279907226562,0.6939575672149658,0.9718020558357239
137,Paper.,paper,0.0009627342224121094,0.5988500118255615,0.9334355592727661
138,"Native Dravidian words in languages such as Telugu, Tamil, Malayalam, and Kannada.",native Dravidian words,0.0009915828704833984,1.3825864791870117,0.7966362237930298
139,aspirated voiced consonants.,True aspirated voiced consonants,0.0009865760803222656,0.7479555606842041,0.9206889271736145
140,Voiceless consonants.,voiceless consonants,0.0009357929229736328,0.7156229019165039,0.9598091244697571
141,The 1980s.,1980s,0.0009684562683105469,0.7724621295928955,0.9273015856742859
142,250 kg/m3 (16 lb/cu ft) for tissue paper.,tissue paper,0.0009553432464599609,1.1832053661346436,0.6620572805404663
143,A good conceptual data model.,definitions of the terminology used for entities,0.001026153564453125,0.7743632793426514,0.35734790563583374
144,an extended length of the frication.,an extended length of the frication,0.0009827613830566406,0.8383181095123291,0.9692779779434204
145,Printing and writing.,writing,0.0009710788726806641,0.6925244331359863,0.711929440498352
146,/t/,/t/,0.0009832382202148438,0.6524903774261475,1.0000001192092896
147,Extremely rare.,rare,0.0009672641754150391,0.6418454647064209,0.8916378021240234
148,"A database system is frequently used to capture, analyze, and manage large quantities of data.",to track information about users,0.0009818077087402344,1.2663044929504395,0.42392057180404663
149,"Today's database systems are typically software systems running on general-purpose hardware, using general-purpose computer data storage.",general-purpose hardware,0.0009768009185791016,1.3744826316833496,0.5354810953140259
150,China clay.,china clay,0.0009884834289550781,0.6558783054351807,0.9766733050346375
151,Obstruents.,phonetics,0.0009617805480957031,0.6694550514221191,0.19567622244358063
