idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,The American Left.,New Left,0.001306772232055664,2.5199978351593018,0.653143048286438,0.4,0.4
1,"Cotton yarn can be used to make a variety of products, including terrycloth, denim, cambric, corduroy, seersucker, cotton twill, socks, underwear, T-shirts, bed sheets, and yarn for crochet and knitting.",crochet and knitting,0.0014262199401855469,3.871581554412842,0.5448206067085266,0.17647058823529413,0.17647058823529413
2,"""Superheroes in the real world"" approach.","""superheroes in the real world""",0.0013594627380371094,1.5870985984802246,0.9100666046142578,0.9090909090909091,0.9090909090909091
3,The late 18th and early 19th centuries.,late 18th and early 19th,0.0012125968933105469,1.7798595428466797,0.8297454714775085,0.8333333333333333,0.8333333333333333
4,The FBI and the CIA had a lack of cooperation.,"FBI, CIA",0.0013201236724853516,1.697493314743042,0.533152163028717,0.33333333333333337,0.33333333333333337
5,"42,094.","42,094",0.0012629032135009766,1.4152886867523193,0.9812428951263428,1.0,1.0
6,Real-life FBI operations.,real-life cities,0.0012264251708984375,1.3682489395141602,0.41098037362098694,0.5714285714285715,0.5714285714285715
7,Egypt.,Egyptian,0.0013039112091064453,1.2485215663909912,0.8043161630630493,0.0,0.0
8,6000-5000 BCE.,Neolithic,0.0012471675872802734,1.53537917137146,0.42856359481811523,0.0,0.0
9,The U.S Supreme Court.,Supreme Court,0.0012886524200439453,1.4241580963134766,0.8750542402267456,0.5714285714285715,0.5714285714285715
10,"Ladybirds, lacewings, and spiders.","ladybirds, lacewings and spiders",0.0012352466583251953,1.6662664413452148,0.9756391048431396,1.0,1.0
11,Some of Marvel's genre titles were published in larger-format black and white magazines under its Curtis Magazines imprint.,"larger-format black and white magazines, under its Curtis Magazines imprint",0.001354217529296875,2.2937562465667725,0.8177821636199951,0.7096774193548387,0.7096774193548387
12,The text does not mention Marvel being asked to tackle an issue for any agency.,drug abuse,0.0012178421020507812,1.8789784908294678,0.039046987891197205,0.0,0.0
13,The FBI is a domestic law enforcement agency.,FBI is primarily a domestic agency,0.0012881755828857422,1.5821716785430908,0.9248002767562866,0.7142857142857143,0.7142857142857143
14,"""Seekers of the Weird"", a five-issue miniseries.","""Seekers of the Weird""",0.0012454986572265625,1.865039587020874,0.7237992882728577,0.6666666666666666,0.6666666666666666
15,Guardians of the Galaxy.,Guardians of the Galaxy,0.0013306140899658203,1.3444185256958008,0.9728192090988159,1.0,1.0
16,"Four men were allowed to be convicted of the March 1965 gangland murder of Edward ""Teddy"" Deegan in order to protect Vincent Flemmi, an FBI informant.",four,0.0012197494506835938,3.035745620727539,0.19807365536689758,0.07407407407407407,0.07407407407407407
17,"The US government was criticized and faced lawsuits for its handling of the cases, including the FBI's organized crime informant program and the wrongful convictions of four men in the Teddy Deegan murder case.","The country was ""jolted""",0.0012140274047851562,3.102008104324341,0.11650203168392181,0.10256410256410256,0.10256410256410256
18,Pocket Books.,Pocket Books,0.0013556480407714844,1.250596284866333,0.9722139835357666,1.0,1.0
19,1764 (James Hargreaves' spinning jenny),1738,0.001337289810180664,1.8686013221740723,0.359862744808197,0.0,0.0
20,"The Image versions of Marvel characters, as part of the ""Heroes Reborn"" crossover, were set in a parallel universe with a distinct history, separate from the mainstream Marvel Universe.",a parallel universe with a history distinct from the mainstream,0.0012409687042236328,2.885059356689453,0.4766581058502197,0.5128205128205129,0.4615384615384615
21,3300-1300 BCE.,3300 and 1300 BCE,0.001344442367553711,1.580822229385376,0.9734699726104736,0.8571428571428571,0.8571428571428571
22,1466,1466,0.0012199878692626953,1.2635176181793213,1.0,1.0,1.0
23,Windy conditions.,windy,0.001201629638671875,1.2839412689208984,0.8928344249725342,0.6666666666666666,0.6666666666666666
24,An assistant director heads an office or division.,an assistant director,0.0013072490692138672,1.6060094833374023,0.8165291547775269,0.5454545454545454,0.5454545454545454
25,Fabrics made from blended fibers include those that combine cotton with other fibers such as rayon and synthetic fibers like polyester.,knitted or woven,0.00121307373046875,2.3471269607543945,0.5079655647277832,0.0,0.0
26,"The FBI lab was located in the J. Edgar Hoover Building until 1974, and then it was moved to the FBI Academy in Quantico, Virginia, and also had a second lab at the FBI Academy.",J. Edgar Hoover Building,0.0011813640594482422,3.358396291732788,0.6175144910812378,0.20512820512820512,0.20512820512820512
27,10.6 million hectares.,10.6 million hectares,0.0012013912200927734,1.501452922821045,0.9912165403366089,1.0,1.0
28,"The FBI Academy in Quantico, Virginia.",The FBI Academy,0.0011348724365234375,1.5783922672271729,0.837432324886322,0.6666666666666666,0.6666666666666666
29,"An estimated 800,000 Germans were living in East Prussia in the summer of 1945.","800,000",0.0012271404266357422,2.255948781967163,0.3188537061214447,0.23529411764705882,0.23529411764705882
30,Imperial Russian troops.,Russian troops,0.0013234615325927734,1.3592183589935303,0.873579740524292,0.8,0.8
31,Heroes World Distribution.,Heroes World Distribution,0.0012714862823486328,1.3585233688354492,0.9721295833587646,1.0,1.0
32,The United States Senate.,United States Senate,0.0013270378112792969,1.3750238418579102,0.9147611260414124,0.8571428571428571,0.8571428571428571
33,The X-Files.,X-Files,0.001210927963256836,1.372582197189331,0.8907632827758789,0.8,0.8
34,The Treaty of Versailles.,Versailles,0.0012524127960205078,1.4204673767089844,0.6756105422973633,0.4,0.4
35,1939,1939,0.0012869834899902344,1.236968755722046,1.0,1.0,1.0
36,West Germany.,West Germany,0.0013284683227539062,1.3132176399230957,0.9686709642410278,1.0,1.0
37,Frank Miller.,Frank Miller,0.0012149810791015625,1.2719125747680664,0.9760807156562805,1.0,1.0
38,"The Comics Code Authority's revision in 1971 allowed Marvel to expand into more adult-themed genre stories, such as horror, martial arts, and science fiction.",the updating of the Comics Code,0.001232147216796875,2.7273013591766357,0.5742194056510925,0.1875,0.1875
39,Lisle.,Cotton lisle,0.0011932849884033203,1.2398197650909424,0.6205583810806274,0.6666666666666666,0.6666666666666666
40,Joe Simon.,Joe Simon,0.0012273788452148438,1.2702200412750244,0.9723016023635864,1.0,1.0
41,"Yes, the RICO Act is still used today for all organized crime and any individuals who might fall under the Act.",The RICO Act is still used,0.001241445541381836,2.3729512691497803,0.8504828810691833,0.4444444444444445,0.4444444444444445
42,Publisher.,publisher,0.0013704299926757812,1.2223691940307617,0.9370466470718384,1.0,1.0
43,The Fantastic Four and Spider-Man.,Spider-Man and the Fantastic Four,0.0012586116790771484,1.4912049770355225,0.9674007892608643,1.0,0.5
44,Preference-eligible veterans.,preference-eligible veterans,0.0012416839599609375,1.3706820011138916,0.9801581501960754,1.0,1.0
45,Children.,children,0.0012443065643310547,1.2465016841888428,0.9571406245231628,1.0,1.0
46,Britain also bought cotton from the Caribbean plantations.,Caribbean,0.001367807388305664,1.6748833656311035,0.43318337202072144,0.2222222222222222,0.2222222222222222
47,Poland and the Soviet Union.,Poland and the Soviet Union,0.0013170242309570312,1.4568262100219727,0.9595249891281128,1.0,1.0
48,The South Tower.,South Tower,0.0012121200561523438,1.310652494430542,0.9349942207336426,0.8,0.8
49,Marvel ReEvolution,Marvel ReEvolution,0.0013740062713623047,1.3461542129516602,1.0,1.0,1.0
50,1773,31 January 1773,0.0013058185577392578,1.2427358627319336,0.7992103099822998,0.5,0.5
51,"The 1993 World Trade Center bombing, the 1995 Oklahoma City bombing, and the arrest of the Unabomber in 1996 prompted the FBI to increase its counter-terrorism role.",World Trade Center bombing,0.0011887550354003906,3.237011432647705,0.6552403569221497,0.25,0.25
52,"The files revealed the FBI's extensive domestic surveillance and disruption of civil rights and anti-war organizations, including the assassinations of political activists.",investigations into lives of ordinary citizens,0.0012199878692626953,2.531357526779175,0.3605518043041229,0.06666666666666667,0.06666666666666667
53,The Central Intelligence Agency (CIA).,CIA,0.0012531280517578125,1.559424877166748,0.8004663586616516,0.33333333333333337,0.33333333333333337
54,COINTELPRO.,COINTELPRO,0.001203298568725586,1.371154546737671,0.9868662357330322,1.0,1.0
55,"Yes, the Citizens' Commission to Investigate the FBI burglarized the residential office of an FBI agent in Media, Pennsylvania, and took numerous files.",Numerous files were taken,0.001203775405883789,2.764613151550293,0.4084153175354004,0.14814814814814817,0.14814814814814817
56,18 months.,18-month,0.0013241767883300781,1.3644423484802246,0.9061068892478943,1.0,1.0
57,Hanssen was arrested for selling US secrets to the USSR and Russia for over $1.4 million in cash and diamonds over a 22-year period.,spying for the Soviet Union,0.0013010501861572266,2.712768077850342,0.37694883346557617,0.12903225806451613,0.12903225806451613
58,Split vacations.,split vacations,0.0013213157653808594,1.3039181232452393,0.9789732694625854,1.0,1.0
