idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, Stanislav Petrov,Stanislav Yevgrafovich Petrov,0.0005245208740234,2.335254669189453,0.8669019937515259,0.8,0.8,"Who was revealed as ""the man who single-handedly saved the world from nuclear war"" in memoirs by Yury Votintsev?"
1, Uga,Sonny Seiler,0.0005278587341308,1.3541548252105713,0.1274062246084213,0.0,0.0,Who owns the lineage of dogs in which Damn Good Dog is a documentary about?
2, Walmart,Wal-Mart,0.0005023479461669,0.9287123680114746,0.94041907787323,0.0,0.0,Alex Black has appeared on the 2007 film Ocean's Thirteen as well as a commercial for what major retail store?
3, The World Without US.,The World Without US,0.0004844665527343,2.64928674697876,0.9791380763053894,1.0,1.0,"Which documentary, The World Without US or Year at Danger, explores what might happen if the United States were to leave the international arena?"
4," November 24, 1963","November 24, 1963",0.0004863739013671,3.5823442935943604,1.0,1.0,1.0,"Ruby is a feature film, released in the United States on March 27, 1992, about Jack Ruby, was a Dallas, Texas nightclub owner who fatally shot Lee Harvey Oswald on which date, while Oswald was in police custody after being charged with assassinating U.S. President John F. Kennedy two days earlier?"
5," The Demographics of Kenya and Bantu peoples are related in that the Bantu peoples are a major ethnic group in Kenya, making up a significant portion of the country's population.",Africa,0.0004854202270507,15.970349311828612,0.4217191338539123,0.0,0.0,Which Country are both Carthamus and Artabotrys found in?
6," ""It's My Life"".",It's My Life,0.0004866123199462,3.152615785598755,0.7177237272262573,1.0,1.0,"""Have a Nice Day"" is a song by American rock band Bon Jovi, it received a positive reception from critics, some of whom praised the song's arrangement and message; both favorable and unfavorable comparisons were made to which band's previous hit, the  first single from the album ""Crush""?"
7, 2016,2016,0.0005090236663818,1.7848799228668213,1.0,1.0,1.0,In what year was the choreographer with whom Laz Brotherston has collaborated knighted?
8, The 86th Flying Training Squadron.,The 85th Flying Training Squadron,0.0004959106445312,3.9365100860595694,0.9255661964416504,0.8000000000000002,0.8000000000000002,Which squadron part of the 47th flying training wing operates a single-engine turbopop aircraft built by Raytheon?
9, Rick Santelli,Rick Santelli,0.0004894733428955,1.7868554592132568,1.0,1.0,1.0,The 9/12 Tea Party was a political rally sparked after a 2009 call from which reporter?
10, German,German,0.0004949569702148,0.9283294677734376,1.0,1.0,1.0,Der Schwanendreher was a concerto by the composer of what nationality?
11, Rocky,Rocky,0.0004885196685791,0.9320194721221924,1.0000001192092896,1.0,1.0,What film starring and written by Sylvester Stallone does Elliott Marks have credits for?
12, 1999,1919,0.0005006790161132,1.8076484203338623,0.4243833422660827,0.0,0.0,Claude-Auguste Lamy discovered the element thallium independently from this English chemist who died in what year?
13, Grindcore,Grindcore,0.0004875659942626,1.7943792343139648,1.0000001192092896,1.0,1.0,What genre is the band who released the cover album Leaders Not Followers Part 2?
14, Postmodernism.,"an attitude of skepticism, irony or rejection",0.0004911422729492,2.2285988330841064,0.3395119607448578,0.0,0.0,What sensibilities from postmodernism does Dieselpunk borrow from?
15, Peter Nalitch,Peter Nalitch and Friends,0.0004873275756835,2.2282752990722656,0.8910964727401733,0.6666666666666666,0.6666666666666666,"Who wrote ""Lost and Forgotten"" which came 11th in Eurovision Song Contest 2010 in Oslo?"
16, Washington City Canal,Washington City Canal,0.0004847049713134,1.795358419418335,1.0,1.0,1.0,"Which canal is located in Washington D.C, Washington City Canal or Beardsley Canal?"
17," Whitetop, Virginia.",southwestern Virginia,0.0004961490631103,3.0977625846862797,0.5785366892814636,0.5,0.5," Whitetop is the southern terminus of the Virginia Creeper Trail, a 35 mi multi-purpose rail trail located where?"
18, Alan Jackson,Alan Jackson,0.0004942417144775,1.37524151802063,1.0000001192092896,1.0,1.0,"Which American singer and songwriter, known for blending traditional honky tonk and mainstream country sounds, also appeared in the American televisual special My Night at the Grammys?"
19, Vince Gill,Pure Prairie League,0.0004949569702148,1.359966516494751,0.1210279390215873,0.0,0.0,What band was Amy Grant's husband in?
20, 1979,1979,0.0004835128784179,1.794950246810913,0.9999999403953552,1.0,1.0,"In which year was this Jewish American reggae vocalist, beatboxer, and alternative rock musician who worked with Aaron Dugan born?"
21, Emperor,monarch,0.000495433807373,0.942619800567627,0.4904617965221405,0.0,0.0,"Mexican general, Gregorio Ruiz, fought against the ensuing empire of the younger brother of the Austrian emperor Francis Joseph I, the only what of the Second Mexican Empire?"
22, Masterpiece,Masterpiece,0.0004911422729492,1.365520715713501,1.0,1.0,1.0,In between Daldøs and Masterpiece which one was invented by Joseph M. Burck?
23, 1998,1998,0.0005021095275878,1.7959294319152832,1.0,1.0,1.0,When was the inception of J. D. Martinez' team?
