idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0,George King (1899-1966) was born before Peter Chan (1962).,George King,0.0008802413940429,2.968501091003418,0.6371806859970093,0.3333333333333333,0.3333333333333333,Who is English Stephen Herek or George King?
1,Samurai Jack.,Foster's Home for Imaginary Friends,0.0009069442749023,0.2550628185272217,0.1275373697280883,0.0,0.0,"What American animated series is composed by James L. Venable, garnering an Emmy nomination for Main Title Theme Music?"
2,They both are a musical.,musical,0.0007636547088623,0.3662881851196289,0.6966748237609863,0.3333333333333333,0.3333333333333333,What type of show does Carmen Cusack and Wicked have in common?
3,They were both writers.,writer,0.0007355213165283,0.3303580284118652,0.5271021127700806,0.4,0.4,E. Howard Hunt and Nâzım Hikmet both share the job title as being what?
4,Australia.,Australia,0.0007390975952148,0.2148475646972656,0.9376925826072692,1.0,1.0,"Queen Victoria Village, generally known as QV Melbourne or just QV, is a precinct in the central business district of Melbourne, Victoria, located directly opposite the State Library of Victoria is Melbourne Central, a large shopping centre, office, and public transport hub in the city of Melbourne, in which country?"
5,44th.,44th,0.0007221698760986,0.2884674072265625,0.976338505744934,1.0,1.0,What was the number of the later film of Fantasia and Brother Bear?
6,The Prime Minister of the United Kingdom.,Prime Minister of the United Kingdom,0.0006783008575439,0.4422698020935058,0.961361289024353,0.923076923076923,0.923076923076923,Larry is the official resident cat of whom?
7,Wade Phillips.,Wade Phillips,0.0008008480072021,0.2559058666229248,0.974882185459137,1.0,1.0,The Dallas Cowboys 2013 season was coached by someone who received the position after the firing of what coach?
8,IBM.,IBM,0.0007367134094238,0.2148807048797607,0.9552898406982422,1.0,1.0,Which company did both computer scientist Gerrit Blaauw and computer architect Gene Amdahl work for?
9,2011.,2011,0.0007956027984619,0.2997088432312011,0.9571799039840698,1.0,1.0,"Ikemen desu ne, released in which year, is a Japanese television series, it is the Japanese remake of the Korean musical romantic comedy television drama ""You're Beautiful""?"
10,1943,1943,0.0007777214050292,0.2563936710357666,1.0,1.0,1.0,William Frederick Truax was traded by the Los Angeles Rams to the Dallas Cowboys for a wide receiver born in what year?
11,Omnimover.,The Omnimover,0.000734806060791,0.2905151844024658,0.9030734300613404,0.6666666666666666,0.6666666666666666,which  amusement ride system was  Adventure Thru Inner Space the first attraction to utilize
12,I couldn't find any information about a horse named Rock Fall winning a race.,six furlong sprint,0.0007219314575195,0.7428083419799805,0.139871209859848,0.0,0.0,How long is one of the races the horse Rock Fall won?
13,UNLV Rebels.,UNLV Rebels football,0.0007750988006591,0.2919726371765136,0.8408958315849304,0.8,0.8,What college football team is a part of KWWN's programming and has home games played at Sam Boyd Stadium?
