idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0, New Left,New Left,0.0883710384368896,8.492413759231567,1.0,1.0,1.0,What was the term for the liberal groups appearing at this time?
1," Cotton yarn can be used to make a variety of textile products, including terrycloth, denim, cambric, corduroy, seersucker, and cotton twill, as well as socks, underwear, T-shirts, bed sheets, and yarn for crochet and knitting.",crochet and knitting,0.1070935726165771,15.625434398651125,0.5447874069213867,0.1538461538461538,0.1538461538461538,For what can cotton yarn be used?
2," ""superheroes in the real world"" approach.","""superheroes in the real world""",0.0777249336242675,9.540947675704956,0.9100666046142578,0.9090909090909092,0.9090909090909092,The emphasis on relatable settings and character motivations in Marvel's 1960s comics is called what?
3, The late 18th and early 19th centuries.,late 18th and early 19th,0.0922315120697021,9.80470609664917,0.8297454714775085,0.8333333333333333,0.8333333333333333,During what centuries did British rule effect Indian cotton production?
4," The FBI and CIA had a lack of cooperation, which was mentioned in the context of the 9/11 attacks.","FBI, CIA",0.0753030776977539,11.349865913391112,0.5006857514381409,0.1818181818181818,0.1818181818181818,What two agencies had a lack of co-operation?
5," 42,094","42,094",0.0765316486358642,8.756120443344116,1.0000001192092896,1.0,1.0,Between August 24th and October 26th how many German's left the Oblast to the Soviet Occupation zone?
6, real-life cities.,real-life cities,0.0845446586608886,8.747450113296509,0.972354769706726,1.0,1.0,Fictional placements within this setting are modeled off what?
7, Egypt,Egyptian,0.0863242149353027,8.377421617507935,0.8542503118515015,0.0,0.0,What religious life was the Ptolemaic Kingdom?
8, 6000-5000 BCE,Neolithic,0.0836632251739502,9.1778244972229,0.4408117234706878,0.0,0.0,What geologic period came after the Mesolithic period in India?
9, The U.S Supreme Court.,Supreme Court,0.0885720252990722,9.000182628631592,0.8750542402267456,0.5714285714285715,0.5714285714285715,What is Liberia's highest judicial authority? 
10," ladybirds, lacewings, and spiders.","ladybirds, lacewings and spiders",0.0754578113555908,9.534919261932371,0.9756391048431396,1.0,1.0,What did the 2012 study say was doubled by the use of GM cotton?
