idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
0," The rooms in the Belgian Suite are linked by narrow corridors, one of which has saucer domes designed by Nash in the style of Soane, and another with Gothic influenced cross over vaulting.",by narrow corridors,0.0470187664031982,10.599602222442629,0.3631373345851898,0.1666666666666666,0.1666666666666666,How are the rooms in the Belgian Suite connected?
1," Buckingham Palace is also known for its art gallery, which houses the Royal Collection, and is a workplace for over 800 people.",art gallery,0.0616695880889892,9.078139305114746,0.4706502556800842,0.1666666666666666,0.1666666666666666,"Aside from being the home of the monarchy and a tourist attraction, what else is Buckingham Palace known for?"
2, The work of Pablo Picasso and Georges Braque.,Braque and Picasso,0.0535595417022705,7.315769672393799,0.8291370272636414,0.5454545454545454,0.1818181818181818,Understanding who's work was the tradition meaning of Cubism formed on?
3, Juan Gris,Juan Gris,0.046527624130249,6.535603046417236,0.9999999403953552,1.0,1.0,Who coined the phrase Analytic Cubsim? 
4, The Crown Estate owns Buckingham Palace and Windsor Castle.,Crown Estate,0.0550661087036132,7.303343296051025,0.7044792175292969,0.3636363636363636,0.3636363636363636,Who owns Buckingham Palace and Windsor Castle?
5, Goring Great Garden,Goring Great Garden,0.0707178115844726,6.652327537536621,1.0,1.0,1.0,What was the name of Lord Goring Garden?
6," To develop and promote the party's agenda, criticize the opposition's policies, and provide campaign assistance to party members.",write books or articles that highlight minority party goals and achievements,0.048166275024414,8.737176656723022,0.4792937934398651,0.1290322580645161,0.1290322580645161,What are the purpose of minority leader writings?
7, The Speaker of the House is the leader of the majority party in the House.,Speaker,0.0472598075866699,7.963593244552612,0.4600050449371338,0.125,0.125,Who is the leader of the majority leader in House?
8, Buckingham House.,Buckingham House,0.0524349212646484,6.54159140586853,0.9801653623580932,1.0,1.0,What was King George II's royal residence beginning in 1762?
9, Sir James Pennethorne,Sir James Pennethorne.,0.048417329788208,6.763991355895996,0.9827332496643066,1.0,1.0,Who was the student of Nash that designed the ballroom wing?
10, Dornier Do 17,Dornier Do 17 bomber,0.0465056896209716,6.890365123748779,0.840463399887085,0.8571428571428571,0.8571428571428571,What type of aircraft was the German Plane?
11, Woman Walking,Woman Walking,0.0532412528991699,6.440062046051025,1.0000001192092896,1.0,1.0,Which  Alexander Archipenko piece was similar to other Cubist scupltures of that time?
12, 1762,1762,0.0483558177947998,6.553210020065308,1.0000001192092896,1.0,1.0,In what year was the Gold State Coach first used?
13, The Duke of Buckingham.,Duke of Buckingham and Normanby,0.0470025539398193,6.751027584075928,0.8551111817359924,0.6666666666666665,0.6666666666666665,The house which is the core of Buckingham was first built for who?
14, James Blaine,James Blaine,0.047476053237915,6.544766187667847,0.9999999403953552,1.0,1.0,What prominent ex-speaker was nominated for minority role in 1875?
15, King George V.,George V,0.0567390918731689,6.64666748046875,0.8678106069564819,0.8,0.8,Which king placed more emphasis on official entertaining and royal duties instead of lavish parties?
16, A King's Messenger.,King's Messenger,0.0696883201599121,6.762131214141846,0.8973678350448608,0.8571428571428571,0.8571428571428571,After the war what did Holmes become?
17," £21,000","£21,000",0.0465855598449707,6.639298439025879,1.0,1.0,1.0,How much did George III pay for Buckingham House? 
18," A minority leader can attempt to set some agenda for the House by employing discharge petitions to bring minority priorities to the floor, threatening to use discharge petitions to force minority initiatives to the floor over the opposition of the majority leadership.","may employ, or threaten to use, discharge petitions to try and bring minority priorities to the floor.",0.0605621337890625,11.045619010925291,0.7561580538749695,0.4406779661016949,0.3728813559322033,How can a minority leader attempt to set some agenda for house?
19, Coach horses.,horses,0.046682596206665,6.554938316345215,0.8238334655761719,0.6666666666666666,0.6666666666666666,"What enabled some tribes to expand territory, increase trade and capture more game?"
20, 1905-1908,"1905 and 1908,",0.0497148036956787,6.888783693313599,0.9520415663719176,0.8,0.8,"During which years did the conscious begin to look for a new style in Germany, Italy, Russia, and Holland?"
