idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,"The relational model improved over time as computing hardware became more powerful, allowing for the wide deployment of relational systems in the mid-1980s.",without constant rewriting of links and pointers,0.0011837482452392578,4.384204149246216,0.13223710656166077,0.06451612903225806,0.06451612903225806
1,The 1840s.,1840s,0.0008921623229980469,0.356677770614624,0.9471951723098755,0.6666666666666666,0.6666666666666666
2,The database's conceptual and external architectural levels.,database related application,0.0007641315460205078,0.46381473541259766,0.5931810140609741,0.18181818181818182,0.18181818181818182
3,unaspirated and aspirated.,allophonic or phonemic,0.0007576942443847656,0.38939523696899414,0.3047944903373718,0.0,0.0
4,There is no mention of the papermaking process in the given context.,6,0.0007793903350830078,0.6467394828796387,0.019133444875478745,0.0,0.0
5,CODASYL.,Database Task Group,0.0007069110870361328,0.27925968170166016,0.07132144272327423,0.0,0.0
6,Degrees of aspiration.,degrees of aspiration,0.0007224082946777344,0.27641940116882324,0.9481090307235718,1.0,1.0
7,Primarily by voicing.,voicing,0.0007109642028808594,0.3535118103027344,0.7427157759666443,0.5,0.5
8,QUEL.,QUEL,0.0008044242858886719,0.242264986038208,0.9036005735397339,1.0,1.0
9,Felt.,felt,0.0007305145263671875,0.24405503273010254,0.9333944916725159,1.0,1.0
10,Acid-free.,acid-free,0.0007648468017578125,0.24222254753112793,0.9661557078361511,1.0,1.0
11,"""Object-relational impedance mismatch""",object-relational impedance mismatch,0.0007846355438232422,0.38835787773132324,0.9793432950973511,1.0,1.0
12,"dBASE was unique because it handled data manipulation automatically, freeing the user from having to deal with low-level details.",data manipulation is done by dBASE,0.0007026195526123047,0.9753186702728271,0.6373892426490784,0.23076923076923075,0.15384615384615383
13,Codd.,Codd,0.0007565021514892578,0.24111056327819824,0.9640841484069824,1.0,1.0
14,A special kind of felt.,felt,0.0007336139678955078,0.35360074043273926,0.7356632947921753,0.33333333333333337,0.33333333333333337
15,Laidlines.,Laidlines,0.0007302761077880859,0.27849841117858887,0.9563372135162354,1.0,1.0
16,Consonant clusters.,consonant clusters,0.0007643699645996094,0.3107728958129883,0.9807688593864441,1.0,1.0
17,sizing,sizing,0.000732421875,0.1680765151977539,1.000000238418579,1.0,1.0
18,china clay.,china clay,0.0007374286651611328,0.24139666557312012,0.9766733050346375,1.0,1.0
19,It is cut into sheets.,cut into sheets,0.00077056884765625,0.353670597076416,0.867664098739624,0.7499999999999999,0.7499999999999999
20,Breathed voice.,breathy-voiced,0.0007390975952148438,0.2770993709564209,0.6564981937408447,0.5,0.5
21,Paperfoam is biodegradable and can be recycled with ordinary paper.,recycled,0.0007348060607910156,0.6804192066192627,0.5233820676803589,0.18181818181818182,0.18181818181818182
22,2,2,0.000751495361328125,0.20594573020935059,1.0,1.0,1.0
23,Less than 10%.,10%,0.0007631778717041016,0.31618785858154297,0.8087474703788757,0.5,0.5
24,Through special transaction commands.,wire protocol,0.0007464885711669922,0.3156614303588867,0.17627385258674622,0.0,0.0
25,Any number.,any number,0.0007879734039306641,0.24260497093200684,0.9363340735435486,1.0,1.0
26,Tuple calculus.,tuple calculus,0.0007669925689697266,0.24253082275390625,0.9618598818778992,1.0,1.0
27,Maceration.,maceration,0.0007336139678955078,0.24321794509887695,0.9490299224853516,1.0,1.0
28,"System R worked on multi-table systems, allowing data to be split so that not all data for a record had to be stored in a single large ""chunk"".",multi-table systems,0.0007219314575195312,1.3073410987854004,0.39095818996429443,0.1875,0.1875
29,Unvoiced.,left unmarked,0.0007557868957519531,0.2791562080383301,0.23295286297798157,0.0,0.0
30,Groundwood process.,groundwood pulp,0.0007128715515136719,0.27896547317504883,0.705224871635437,0.5,0.5
31,Sound approximation techniques.,sound approximation techniques,0.0007448196411132812,0.2564675807952881,0.9900144338607788,1.0,1.0
32,The text does not mention the percentage of fibres wasted in the bleaching process.,5%,0.0007410049438476562,0.7578802108764648,0.2161705195903778,0.0,0.0
33,The conceptual view abstracts away details of how the data are stored or managed (internal level).,abstracts away details,0.0007493495941162109,0.8250939846038818,0.39643460512161255,0.3157894736842105,0.3157894736842105
34,Vowels and nasals.,vowels and nasals,0.0007495880126953125,0.3734557628631592,0.9630799293518066,1.0,1.0
35,IMS (Information Management System),Information Management System (IMS),0.0007658004760742188,0.3510589599609375,0.9770329594612122,1.0,0.75
36,Chainlines.,chainlines,0.0007255077362060547,0.24220919609069824,0.9355942010879517,1.0,1.0
37,A DBMS (Database Management System).,DBMSs,0.0007681846618652344,0.4260904788970947,0.8609134554862976,0.0,0.0
38,Unaspirated.,unaspirated,0.0007686614990234375,0.3112330436706543,0.9698464274406433,1.0,1.0
39,A ream.,a ream,0.000732421875,0.2799537181854248,0.98247891664505,1.0,1.0
40,16 billion.,16 billion,0.0007479190826416016,0.2636888027191162,0.9836615324020386,1.0,1.0
41,Mycenaean Greek.,Mycenaean Greek,0.0007567405700683594,0.3522977828979492,0.9821157455444336,1.0,1.0
42,Cai Lun.,Cai Lun,0.0007414817810058594,0.2780430316925049,0.986076295375824,1.0,1.0
43,Lignin.,lignin,0.0007531642913818359,0.2783322334289551,0.9718020558357239,1.0,1.0
44,"""The Programmer as Navigator""",The Programmer as Navigator,0.0007588863372802734,0.3513967990875244,0.9462195634841919,1.0,1.0
45,"Customary units (length and width) in North America, and surface area in other countries (e.g. ISO 216 system).",length and width,0.0007016658782958984,1.1225106716156006,0.5008829236030579,0.2727272727272727,0.2727272727272727
46,Tables.,bits,0.0007157325744628906,0.20394206047058105,0.33860304951667786,0.0,0.0
47,Logs.,debarked logs,0.0007107257843017578,0.20545268058776855,0.6489847898483276,0.6666666666666666,0.6666666666666666
48,Wahgi.,Wahgi,0.0007326602935791016,0.24115586280822754,0.9772335290908813,1.0,1.0
49,⟨p t k⟩,⟨p t k⟩,0.0007309913635253906,0.3167109489440918,1.0,1.0,1.0
50,Oracle.,an email system,0.0007169246673583984,0.20163822174072266,0.3042723834514618,0.0,0.0
51,A good understanding of the application domain.,the application domain,0.0007522106170654297,0.42707252502441406,0.8609786033630371,0.6,0.6
52,Lignin.,air,0.0007579326629638672,0.2802252769470215,0.3313143253326416,0.0,0.0
53,The same density.,density,0.0007936954498291016,0.28039121627807617,0.8167110681533813,0.5,0.5
54,The Library of Congress.,Library of Congress,0.0007297992706298828,0.31468725204467773,0.9505399465560913,0.8571428571428571,0.8571428571428571
55,"No, it was generally unsuccessful.",efforts were generally unsuccessful,0.0007703304290771484,0.39022088050842285,0.6464982032775879,0.4444444444444445,0.4444444444444445
56,By placing the aspiration modifier letter before the consonant symbol: ⟨ʰp⟩.,placing the aspiration modifier letter before the consonant symbol,0.0007328987121582031,0.7879660129547119,0.6480655670166016,0.9,0.9
57,Place of articulation.,place of articulation,0.0007185935974121094,0.31204676628112793,0.9734596610069275,1.0,1.0
58,The CAP theorem.,the CAP theorem,0.0007660388946533203,0.2779099941253662,0.9813960790634155,1.0,1.0
59,Pressing the sheet removes the water by force.,Pressing,0.0007162094116210938,0.49658656120300293,0.3680378794670105,0.2222222222222222,0.2222222222222222
60,1973.,1973,0.0007066726684570312,0.27868080139160156,0.9672453999519348,1.0,1.0
61,Navajo.,Navajo,0.0007483959197998047,0.23940801620483398,0.9691097736358643,1.0,1.0
62,a compound word.,compound words,0.0007390975952148438,0.27959156036376953,0.9036589860916138,0.8,0.8
63,Pinyin.,pinyin,0.0007407665252685547,0.24436473846435547,0.9336914420127869,1.0,1.0
64,"Performance, scalability, recovery, security.","performance, scalability, recovery, security",0.0007445812225341797,0.42719030380249023,0.9690176248550415,1.0,1.0
65,"No, transactions are not limited in DBMSs.",Each transaction has well defined boundaries,0.0007255077362060547,0.5308911800384521,0.423345685005188,0.15384615384615383,0.15384615384615383
66,Calendering.,calendering,0.0007464885711669922,0.2803385257720947,0.9591610431671143,1.0,1.0
67,Static analysis can be applied to query languages using the Abstract interpretation framework for sound approximation techniques.,software verification,0.0007305145263671875,0.7661218643188477,0.29373735189437866,0.0,0.0
68,Consonant clusters.,consonant clusters,0.0007379055023193359,0.31400537490844727,0.9807688593864441,1.0,1.0
69,"2nd century AD, possibly as early as 105 AD.",2nd century AD,0.0007200241088867188,0.6433062553405762,0.8420352935791016,0.5,0.5
70,Object-relational mappings (ORMs).,object-relational mappings (ORMs),0.0007376670837402344,0.4276280403137207,0.9893014430999756,1.0,1.0
71,The conceptual and external architectural levels of the database.,conceptual and external architectural levels,0.0007855892181396484,0.49611473083496094,0.7386027574539185,0.7142857142857143,0.7142857142857143
