idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,Switzerland.,Europe,0.27277517318725586,2.5630478858947754,0.6798843145370483,0.0,0.0
1,1988,1988,0.39508700370788574,1.2728750705718994,1.0,1.0,1.0
2,Yes.,no,0.29025840759277344,0.9919116497039795,0.5598188042640686,0.0,0.0
3,Propane is composed of more atoms.,Metaproscaline,0.34889793395996094,1.191983699798584,-0.044542040675878525,0.0,0.0
4,"Ernst II, Duke of Saxe-Coburg and Gotha.",Ernst II of Saxe-Coburg-Gotha,0.3358314037322998,1.5600860118865967,0.9153214693069458,0.8571428571428571,0.8571428571428571
5,United States.,United States,0.34041333198547363,1.036963939666748,0.9286460876464844,1.0,1.0
6,"William Garwood, Jr.","William Davis Garwood, Jr.",0.35487961769104004,1.3042356967926025,0.910407543182373,0.8571428571428571,0.8571428571428571
7,Indian Territory.,Indian Territory,0.3381352424621582,1.0995583534240723,0.9611039757728577,1.0,1.0
8,Native Americans.,Indigenous peoples of Arizona,0.311124324798584,1.1991913318634033,0.5673438906669617,0.0,0.0
9,Colorado Rapids.,Colorado Rapids,0.2901792526245117,0.894932746887207,0.9690830707550049,1.0,1.0
10,Danny Welbeck.,Daniel Nii Tackie Mensah Welbeck,0.2566351890563965,1.0134773254394531,0.5682744979858398,0.28571428571428575,0.28571428571428575
11,Tew.,the God Tew,0.26112866401672363,1.272691249847412,0.655913770198822,0.5,0.5
12,"October 22, 2012.","October 22, 2012",0.5588388442993164,1.4597697257995605,0.9862101078033447,1.0,1.0
13,1866,1866,0.4140968322753906,1.0582268238067627,1.0000001192092896,1.0,1.0
14,"Goodlettsville, Tennessee.","Goodlettsville, Tennessee",0.3202168941497803,1.2461059093475342,0.985377311706543,1.0,1.0
15,Yes.,yes,0.5162858963012695,1.038600206375122,0.836855947971344,1.0,1.0
16,1984,1984,0.26949524879455566,1.1036527156829834,1.0,1.0,1.0
17,The Scopes Trial.,The State of Tennessee v. John Thomas Scopes,0.24492835998535156,1.247527837753296,0.4743788540363312,0.36363636363636365,0.36363636363636365
18,Kuril Islands.,Kuril Islands,0.3542008399963379,0.9784281253814697,0.9804890751838684,1.0,1.0
19,The Gestapo.,Gestapo,0.43943071365356445,1.0753326416015625,0.8559780716896057,0.6666666666666666,0.6666666666666666
20,Kendal Castle.,Kendal Castle,0.3675346374511719,1.282623529434204,0.9834663271903992,1.0,1.0
21,Bernie Ecclestone.,Bernie Ecclestone,0.3280622959136963,1.0760009288787842,0.9707001447677612,1.0,1.0
22,1886,1886,0.2742893695831299,1.2026441097259521,0.9999999403953552,1.0,1.0
23,England.,England,0.3203763961791992,1.181056261062622,0.9507434368133545,1.0,1.0
24,1843,1843,0.3874361515045166,1.0712780952453613,1.0000001192092896,1.0,1.0
25,"March 14, 1946","March 14, 1946",0.3984041213989258,1.1646604537963867,1.0000001192092896,1.0,1.0
26,Cecil Rhodes.,Cecil John Rhodes,0.2781660556793213,0.9800171852111816,0.9314529895782471,0.8,0.8
27,King George III of Great Britain.,King George III,0.34729504585266113,1.307755947113037,0.9044855237007141,0.6666666666666666,0.6666666666666666
28,1978.,1978,0.4546852111816406,1.1301069259643555,0.9614052772521973,1.0,1.0
29,Seinfeld.,Seinfeld,0.3196403980255127,0.9305369853973389,0.9705938696861267,1.0,1.0
30,Maybole.,"South Ayrshire, Scotland",0.2585923671722412,1.234912633895874,0.18387456238269806,0.0,0.0
31,IO Interactive.,IO Interactive,0.26436352729797363,1.0413281917572021,0.9589616060256958,1.0,1.0
32,1991.,1991,0.37747740745544434,1.3599400520324707,0.9609361290931702,1.0,1.0
33,Loco Mountain.,Loco Mountain,0.31099510192871094,1.24525785446167,0.9829192161560059,1.0,1.0
34,Murder.,murder,0.2761094570159912,1.0444927215576172,0.8954891562461853,1.0,1.0
35,Rated R,Def Jam Recordings and SRP Records,0.25377416610717773,1.2545297145843506,0.11226633936166763,0.0,0.0
36,"October 14, 1957.","October 14, 1957",0.3275766372680664,1.2157864570617676,0.9900783896446228,1.0,1.0
37,"Richard Brooks, who directed the 1985 film ""Fever Pitch"", was the director of the film based on the non-fiction novel by Truman Capote, ""In Cold Blood"".",Truman Capote,0.41413402557373047,2.767659902572632,0.3844243288040161,0.13793103448275862,0.13793103448275862
