idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, Carroll County.,Carroll,0.000500202178955,0.582751989364624,0.6295450329780579,0.6666666666666666,0.6666666666666666,Kennett High School serves the students of a town in what New Hampshire county?,1
1, Britney Spears,Britney Spears,0.0005240440368652,0.5342490673065186,1.0,1.0,1.0,"The Outsyders were a production team that were first featured on a song by what female artist on her sixth studio album released on November 28, 2008, by Jive Records?",1
2, Oklahoma,2000 Oklahoma Sooners football team,0.0005054473876953,0.2824594974517822,0.5965969562530518,0.3333333333333333,0.3333333333333333,"The 2000 NCAA Division I-A football season ended with the Oklahoma Sooners claiming their first national championship and their first conference championship since the departure of head coach Barry Switzer, which football team represented the University of Oklahoma in the 2000 NCAA Division I-A football season, the 106th season of Sooner football?",0
3," Seattle, Washington.","Seattle, Washington",0.0005168914794921,0.6712877750396729,0.9763107299804688,1.0,1.0,Pabst Brewing Company is the holding company for the defunct Pacific Northwest company that was based in what city?,1
4," Detroit, Michigan.",Detroit,0.0005054473876953,0.6584339141845703,0.8563942313194275,0.6666666666666666,0.6666666666666666,Khadijah Farrakhan is the wife of the Supreme Leader of a movement founded in what city?,1
5, copper,trusts,0.0005085468292236,0.2866232395172119,0.2511850595474243,0.0,0.0,Joseph Moore Dixon was unsuccessful as governor and recourses were mobilized to defeat reform during his term by an American company that was one of the largest what of the early 20th century? ,0
6, Jimmie Johnson,the No. 48 Chevrolet SS,0.0005154609680175,0.5329904556274414,0.2197998166084289,0.0,0.0,What car does the driver who finished third in The 2010 Pepsi Max 400 currently drive ?,0
7, India.,India,0.0005159378051757,0.4432048797607422,0.9400805234909058,1.0,1.0,What country is home to both Don and Priyanka Chopra?,1
8, St. Louis Lambert International Airport,St. Louis Lambert International Airport,0.0005247592926025,0.9152257442474364,1.0000001192092896,1.0,1.0,"Which international airport serving Greater St. Louis, Missouri is supported by the St. Louis Lambert Airport Police?",1
9, Ghana Air Force.,Ghana Air Force,0.0005106925964355,0.6578207015991211,0.9720833897590636,1.0,1.0,What force does Maxwell Nagai work for?,1
10," No, they are not located in the same state. George Washington University is located in Washington, D.C., and Carnegie Mellon University is located in Pennsylvania.",no,0.0005044937133789,4.113122940063477,0.038395669311285,0.074074074074074,0.074074074074074,Are Chris Marker and Yvonne Rainer American?,0
11," 39,502","39,502",0.0005128383636474,0.6714789867401123,1.0,1.0,1.0,What is the 2010  population of the city where Cameron was manufactured? ,1
12, The Musterschule.,Musterschule,0.0005242824554443,0.921140193939209,0.9298993349075316,0.6666666666666666,0.6666666666666666,Which school founded by the founder of Rothschild banking dynasty is a neighbor of the Philantropin in Frankfurt am Main?,1
13, Walt Disney Pictures,Walt Disney Pictures,0.0005128383636474,0.5317819118499756,1.0,1.0,1.0,Who released the 2015 animated short film which is a inspiration Frozen Ever After in Epcot at the Walt Disney World Resort?,1
14, England.,England,0.0005202293395996,0.4111998081207275,0.9507434368133544,1.0,1.0,"What country Clock Tower, St Albans and Eleanor cross have in common?",1
15, 147,147,0.0005083084106445,0.4102373123168945,1.0,1.0,1.0,Michael Dukmejian is the publisher of a financial magazine that has readers in how many countries?,1
