idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1935,1935,0.0563757419586181,8.225460529327393,1.0,1.0,1.0,When did Reza Shan request that Iran officially be referred to as Iran and not Persia?,1
1," No, the number of entrants has increased over the years.",The number of entrants has increased greatly in recent years,0.115847110748291,9.520448446273804,0.8571332097053528,0.7,0.7,Has the number of entrants stayed the same? ,1
2," José Batlle y Ordóñez, President of Uruguay from 1911 to 1915.",José Batlle y Ordóñez,0.0499207973480224,10.4609854221344,0.684239387512207,0.5882352941176471,0.5882352941176471,Parque Batlle is named in honor of who?,1
3, Francisco Antonio Maciel,Francisco Antonio Maciel,0.0997395515441894,8.387907028198242,1.0000001192092896,1.0,1.0,Who originally donated the land for Hospital Macie?,1
4," Yes, Rebecca Lowe became the first woman to host the FA Cup Final in the UK.",Rebecca Lowe became the first woman to host the FA Cup Final in the UK.,0.0519282817840576,10.11439609527588,0.9433866739273072,0.967741935483871,0.967741935483871,Has a woman ever broadcast a match? ,1
5, A major storm in 1923.,A major storm,0.1496932506561279,8.857907056808472,0.6645903587341309,0.7499999999999999,0.7499999999999999,What happened in 1923 that required repairs to many of the city's engineering works?,1
6, Gordon Brown,"his Chancellor, Gordon Brown",0.0585637092590332,8.105074644088745,0.8076490163803101,0.6666666666666666,0.6666666666666666,Who was Blair replaced by?,1
7, May 1994,May 1994,0.0829553604125976,8.36259126663208,1.0000001192092896,1.0,1.0,When did Smith die?,1
8, The Cabildo—the seat of colonial government—and the Montevideo Metropolitan Cathedral.,Plaza de la Constitución,0.1078224182128906,9.867072582244871,0.3075467944145202,0.0,0.0,What is also a major note in Ciudad Vieja?,0
9, 191,191,0.1011660099029541,8.188124179840088,1.0000001192092896,1.0,1.0,How many MP did they get in the election in 1924?,1
10, The BBC and Sky Sports had FA Cup coverage from 1988-1997.,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",0.1265466213226318,9.984756708145142,0.9557037353515624,0.888888888888889,0.5925925925925926,Who had FA cup coverage from 1988-1997?,1
11, The Portuguese.,Portuguese,0.0834228992462158,8.286584615707397,0.8696603775024414,0.6666666666666666,0.6666666666666666,What is Brazil's official language?,1
12, Telecommunications company.,telecommunications,0.0688333511352539,8.375652074813843,0.8162104487419128,0.6666666666666666,0.6666666666666666,What kind of company does ANTEL run?,1
13, 1942,1942,0.0465481281280517,8.216424465179443,1.0,1.0,1.0,In what year did Japan establish a base in New Guinea?,1
14," 81,774","81,774",0.0566375255584716,8.373393058776855,1.0,1.0,1.0,In 2007 the University of the Republic had a student body of how many people?,1
