idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,The New Left.,New Left,0.3601777553558349,4.4070799350738525,0.9236237406730652,0.8,0.8,What was the term for the liberal groups appearing at this time?,1
1,"Cotton yarn can be used to make a variety of products, including crochet and knitting items, clothing, and textiles.",crochet and knitting,0.2591521739959717,2.996429443359375,0.6607107520103455,0.2727272727272727,0.2727272727272727,For what can cotton yarn be used?,1
2,"""superheroes in the real world"" approach.","""superheroes in the real world""",0.2901651859283447,2.6523420810699463,0.9100666046142578,0.9090909090909092,0.9090909090909092,The emphasis on relatable settings and character motivations in Marvel's 1960s comics is called what?,1
3,The late 18th and early 19th centuries.,late 18th and early 19th,0.2688090801239013,3.0283749103546143,0.8297454714775085,0.8333333333333333,0.8333333333333333,During what centuries did British rule effect Indian cotton production?,1
4,The FBI and CIA had a lack of cooperation.,"FBI, CIA",0.36653733253479,2.862922191619873,0.5228074193000793,0.3636363636363636,0.3636363636363636,What two agencies had a lack of co-operation?,1
5,"42,094","42,094",0.2992722988128662,2.4996232986450195,1.0000001192092896,1.0,1.0,Between August 24th and October 26th how many German's left the Oblast to the Soviet Occupation zone?,1
6,The FBI.,real-life cities,0.3104035854339599,2.177395820617676,0.1867833435535431,0.0,0.0,Fictional placements within this setting are modeled off what?,0
7,Egypt.,Egyptian,0.3025989532470703,2.026822566986084,0.8043161630630493,0.0,0.0,What religious life was the Ptolemaic Kingdom?,1
8,6000-5000 BCE.,Neolithic,0.3086879253387451,2.395756244659424,0.4285635948181152,0.0,0.0,What geologic period came after the Mesolithic period in India?,0
9,The U.S. Supreme Court.,Supreme Court,0.3151938915252685,2.6595346927642822,0.8639574646949768,0.5714285714285715,0.5714285714285715,What is Liberia's highest judicial authority? ,0
10,"ladybirds, lacewings, and spiders.","ladybirds, lacewings and spiders",0.2612724304199219,2.8869705200195312,0.9756391048431396,1.0,1.0,What did the 2012 study say was doubled by the use of GM cotton?,1
11,"Some of Marvel's genre titles, such as horror (The Tomb of Dracula), martial arts (Shang-Chi: Master of Kung Fu), sword-and-sorcery (Conan the Barbarian, Red Sonja), satire (Howard the Duck), and science fiction (2001: A Space Odyssey, ""Killraven"" in Amazing Adventures, Battlestar Galactica, Star Trek), were published in larger-format black and white magazines under its Curtis Magazines imprint.","larger-format black and white magazines, under its Curtis Magazines imprint",0.2678141593933105,8.781639814376831,0.4257766008377075,0.3013698630136986,0.3013698630136986,How were some of Marvel's genre titles published in the 1970s?,1
12,The issue of drug abuse.,drug abuse,0.3876993656158447,2.542606830596924,0.8436106443405151,0.5714285714285715,0.5714285714285715,What issue was Marvel asked to tackle for this agency?,1
13,"The FBI is a domestic intelligence and security service, as well as the nation's prime federal law enforcement organization.",FBI is primarily a domestic agency,0.2956466674804687,3.664282560348511,0.8571045994758606,0.3076923076923076,0.3076923076923076,What kind of agency is the FBI?,1
14,"""Seekers of the Weird""","""Seekers of the Weird""",0.2847340106964111,2.6198575496673584,0.9999998807907104,1.0,1.0,What was the first title published in that joint line of comics?,1
15,Guardians of the Galaxy,Guardians of the Galaxy,0.897362232208252,2.264998197555542,1.0000001192092896,1.0,1.0,What Marvel movie featured Star-Lord and Gamora?,1
16,4 men were allowed to be convicted in the Teddy Deegan murder case.,four,0.3339741230010986,3.6344454288482666,0.3042635917663574,0.0,0.0,In how many directions does the Buddha of Swayambhu look?,0
17,"The US government was criticized and some officials were held accountable for the FBI's mishandling of cases, including the Ruby Ridge and Waco incidents.","The country was ""jolted""",0.4348526000976562,4.72856068611145,0.2126465290784835,0.1379310344827586,0.1379310344827586,How did the US react to these discoveries?,-1
18,Pocket Books.,Pocket Books,0.2779388427734375,2.2066080570220947,0.9722139835357666,1.0,1.0,"In 2005, Marvel dropped it's own publishing rights for novelization and instead partnered with what publisher?",1
19,1738.,1738,0.2703585624694824,2.483717918395996,0.9665027856826782,1.0,1.0,When was a new spinning machine patented that boosted cotton production?,1
20,"The Image versions of Marvel characters, as seen in the ""Heroes Reborn"" crossover, were set in a parallel universe with a distinct history from the mainstream Marvel Universe.",a parallel universe with a history distinct from the mainstream,0.3771636486053467,4.228206872940064,0.4902627766132355,0.5263157894736842,0.4736842105263158,How was the setting for the Image versions of Marvel characters different from the official comics?,1
21,3300-1300 BCE,3300 and 1300 BCE,0.5078294277191162,2.327556610107422,0.9789419770240784,0.8571428571428571,0.8571428571428571,When did the Indus Valley Civilization cover parts of India and Pakistan?,1
22,1466,1466,0.359105110168457,2.424899339675904,1.0,1.0,1.0,What year was the Second Treaty of Thorn enacted?,1
23,Windy conditions.,windy,0.4174742698669433,2.14553451538086,0.8928344249725342,0.6666666666666666,0.6666666666666666,What weather conditions mandate the planting of stripper types of cotton?,1
24,"An executive assistant director manages each branch, and an assistant director heads each office and division.",an assistant director,0.2793874740600586,3.59342360496521,0.6126803755760193,0.3157894736842105,0.3157894736842105,Who heads an office or division?,1
25,"Cotton can be blended with other fibers, including rayon and synthetic fibers such as polyester.",knitted or woven,0.2330834865570068,3.050839424133301,0.4633580148220062,0.0,0.0,What kinds of fabrics can be made from blended fibers?,0
26,"The FBI Laboratory was located in the J. Edgar Hoover Building until 1974, and then it was moved to the FBI Academy in Quantico, Virginia, and also had a second lab at the FBI Academy.",J. Edgar Hoover Building,0.2729768753051758,5.399927377700806,0.612942099571228,0.2051282051282051,0.2051282051282051,Where was the FBI lab?,1
27,10.6 million hectares.,10.6 million hectares,0.3924715518951416,2.3357503414154053,0.9912165403366088,1.0,1.0,How much area was planted in India in GM cotton in 2011?,1
28,"The FBI Academy, located in Quantico, Virginia.",The FBI Academy,0.4038972854614258,3.1065616607666016,0.7967949509620667,0.6,0.6,Where are agents sent to become FBI Special Agents?,1
29,"800,000.","800,000",0.2879438400268554,2.5818941593170166,0.974596917629242,1.0,1.0,how many members did the America First Committee have?,1
30,Imperial Russian troops.,Russian troops,0.2600960731506347,2.5251967906951904,0.873579740524292,0.8,0.8,What military overran much of East Prussia?,1
31,Diamond Comic Distributors Inc.,Heroes World Distribution,0.2851331233978271,2.4110445976257324,0.3668670356273651,0.0,0.0,What channel did Marvel buy to self-distribute its own comics in the 1990s?,0
32,The United States Senate.,United States Senate,0.2579014301300049,2.526615619659424,0.9147611260414124,0.8571428571428571,0.8571428571428571,What legislative body confirms FBI directors?,1
33,The X-Files.,X-Files,0.3430783748626709,2.530940294265747,0.8907632827758789,0.8,0.8,What notable TV show was concerned with FBI investigations of the paranormal?,1
34,The Treaty of Versailles.,Versailles,0.2796046733856201,2.2805089950561523,0.6756105422973633,0.4,0.4,What well known treaty would eventually would grant West Prussia to Poland?,1
35,1939,1939,0.3886010646820068,2.3274712562561035,1.0,1.0,1.0,When did World War II start?,1
36,West Germany.,West Germany,0.4837696552276611,2.2663254737854004,0.9686709642410278,1.0,1.0,What country was made a full partner in NATO as the result of the failure of EDC?,1
37,Frank Miller.,Frank Miller,0.366614818572998,2.199989080429077,0.9760807156562804,1.0,1.0,What noted artist and writer made brought Daredevil to the forefront during the 1980s?,1
38,The Comics Code Authority's revision in 1971 allowed Marvel to expand into more adult-themed genre stories.,the updating of the Comics Code,0.2652714252471924,3.54966688156128,0.5946776866912842,0.25,0.25,What situation allowed Marvel to expand into more adult-themed genre stories?,1
39,Lisle.,Cotton lisle,0.4507679939270019,2.0819077491760254,0.6205583810806274,0.6666666666666666,0.6666666666666666,"What is a fine, tightly twisted type of cotton fabric?",1
40,Joe Simon.,Joe Simon,3.076201677322388,2.3429315090179443,0.9723016023635864,1.0,1.0,Who was Marvel/Timely's first true full-time editor?,1
41,"Yes, the RICO Act is still used today for all organized crime and individuals who might fall under the Act.",The RICO Act is still used,0.2276792526245117,4.169643878936768,0.8691189289093018,0.4615384615384615,0.4615384615384615,Is the RICO Act still used today?,1
42,Publisher.,publisher,0.270423412322998,2.269235849380493,0.9370466470718384,1.0,1.0,What was Abraham Goodman's official title when Marvel was founded?,1
43,The Human Torch and Namor the Sub-Mariner.,Spider-Man and the Fantastic Four,0.3322610855102539,2.860368013381958,0.1661591231822967,0.2857142857142857,0.2857142857142857,Which two comic book titles were the precursors to the widening of this overall setting?,0
44,Preference-eligible veterans.,preference-eligible veterans,0.3313040733337402,2.6745047569274902,0.9801581501960754,1.0,1.0,What group of people may apply to join the FBI after age 37?,1
45,Children.,children,0.2884948253631592,2.3506054878234863,0.9571406245231628,1.0,1.0,What do Jehovah's Witnesses maintain they want to protect?,1
46,The Caribbean.,Caribbean,0.3111400604248047,2.0792105197906494,0.9137884378433228,0.6666666666666666,0.6666666666666666,"Besides buying from the American plantations, where else in the western hemisphere did Britain buy cotton?",1
47,Poland and the Soviet Union.,Poland and the Soviet Union,0.2882490158081054,2.28509521484375,0.9595249891281128,1.0,1.0,What two countries were East Prussia partitioned into after World Was II?,1
48,The South Tower.,South Tower,2.2906243801116943,2.979625701904297,0.9349942207336426,0.8,0.8,What tower was Leonard W. Hatton Jr attempting to evacuate?,1
49,Marvel ReEvolution,Marvel ReEvolution,0.2992570400238037,2.085700035095215,1.0,1.0,1.0,"Marvel NOW!, Infinite Comics, and Marvel AR are under the umbrella of what in house business endeavor?",1
50,1773,31 January 1773,0.3203608989715576,2.094125747680664,0.7992103099822998,0.5,0.5,In what year was the territory of Warmia incorporated? ,1
51,"The 1993 World Trade Center bombing, the 1995 Oklahoma City bombing, and the arrest of the Unabomber in 1996.",World Trade Center bombing,0.2717337608337402,4.357146263122559,0.6528636813163757,0.3478260869565217,0.3478260869565217,What prompted the FBI increase in counter-terrorism?,0
52,"The files revealed the FBI's extensive domestic surveillance and disruption of civil rights and anti-war organizations, including assassinations of political activists.",investigations into lives of ordinary citizens,0.9026699066162108,4.406106233596802,0.3607081174850464,0.0689655172413793,0.0689655172413793,What did the files about COINTELPRO reveal?,1
