idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0,"The relational model improved over time as computing hardware became more powerful, allowing for the wide deployment of relational systems in the mid-1980s.",without constant rewriting of links and pointers,0.0011837482452392,4.384204149246216,0.1322371065616607,0.064516129032258,0.064516129032258,How was the relational model able to improve over time?,0
1,The 1840s.,1840s,0.000892162322998,0.356677770614624,0.9471951723098756,0.6666666666666666,0.6666666666666666,What decade does the sulfite process date to?,1
2,The database's conceptual and external architectural levels.,database related application,0.0007641315460205,0.4638147354125976,0.5931810140609741,0.1818181818181818,0.1818181818181818,"In order to merge, what must the database maintain?",0
3,unaspirated and aspirated.,allophonic or phonemic,0.0007576942443847,0.3893952369689941,0.3047944903373718,0.0,0.0,What two forms can aspiration be in?,0
4,There is no mention of the papermaking process in the given context.,6,0.000779390335083,0.6467394828796387,0.0191334448754787,0.0,0.0,"Starting in the center of Kathmandu, how many kilometers must one travel to reach Tribhuvan International Airport?",0
5,CODASYL.,Database Task Group,0.0007069110870361,0.2792596817016601,0.0713214427232742,0.0,0.0,What group discovered COBOL?,1
6,Degrees of aspiration.,degrees of aspiration,0.0007224082946777,0.2764194011688232,0.9481090307235718,1.0,1.0,There are no IPA symbols for what?,1
7,Primarily by voicing.,voicing,0.0007109642028808,0.3535118103027344,0.7427157759666443,0.5,0.5,How are stops distinguished?,1
8,QUEL.,QUEL,0.0008044242858886,0.242264986038208,0.903600573539734,1.0,1.0,What computer language was used in INGRES to access data?,1
9,Felt.,felt,0.0007305145263671,0.2440550327301025,0.933394491672516,1.0,1.0,"Besides a blotter sheet, what can be used to collect water?",1
10,Acid-free.,acid-free,0.0007648468017578,0.2422225475311279,0.9661557078361512,1.0,1.0,What level of acid is usually found in the paper used by book publishers?,1
11,"""Object-relational impedance mismatch""",object-relational impedance mismatch,0.0007846355438232,0.3883578777313232,0.9793432950973512,1.0,1.0,What term is used for the difficulty in database table and programmed object translation?,1
