idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1935,1935,0.0004897117614746,0.7416694164276123,1.0,1.0,1.0,When did Reza Shan request that Iran officially be referred to as Iran and not Persia?,1
1," No, the number of entrants has increased over the years.",The number of entrants has increased greatly in recent years,0.0005578994750976,1.7492072582244873,0.8571332097053528,0.7,0.7,Has the number of entrants stayed the same? ,1
2, José Batlle y Ordóñez,José Batlle y Ordóñez,0.0005023479461669,1.1333768367767334,1.0000001192092896,1.0,1.0,Parque Batlle is named in honor of who?,1
3, Francisco Antonio Maciel,Francisco Antonio Maciel,0.0005059242248535,0.6457715034484863,1.0000001192092896,1.0,1.0,Who originally donated the land for Hospital Macie?,1
4," Yes, Rebecca Lowe became the first woman to host the FA Cup Final in the UK.",Rebecca Lowe became the first woman to host the FA Cup Final in the UK.,0.0004925727844238,2.3658361434936523,0.9433866739273072,0.967741935483871,0.967741935483871,Has a woman ever broadcast a match? ,1
5, A major storm in 1923.,A major storm,0.0004999637603759,1.133493423461914,0.6645903587341309,0.7499999999999999,0.7499999999999999,What happened in 1923 that required repairs to many of the city's engineering works?,1
6, Gordon Brown,"his Chancellor, Gordon Brown",0.000500202178955,0.3885581493377685,0.8076490163803101,0.6666666666666666,0.6666666666666666,Who was Blair replaced by?,1
7, May 1994,May 1994,0.0005064010620117,0.6461639404296875,1.0000001192092896,1.0,1.0,When did Smith die?,1
8, The Cabildo—the seat of colonial government.,Plaza de la Constitución,0.0006093978881835,1.254489183425903,0.2736076712608337,0.0,0.0,What is also a major note in Ciudad Vieja?,0
9, 191,191,0.0007214546203613,0.3907022476196289,1.0000001192092896,1.0,1.0,How many MP did they get in the election in 1924?,1
10, The BBC and Sky Sports had coverage of the FA Cup from 1988-1997.,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",0.0005278587341308,2.5728213787078857,0.9618174433708192,0.9655172413793104,0.7586206896551724,Who had FA cup coverage from 1988-1997?,1
11, The Portuguese.,Portuguese,0.0005061626434326,0.5121588706970215,0.8696603775024414,0.6666666666666666,0.6666666666666666,What is Brazil's official language?,1
12, Telecommunications company.,telecommunications,0.0007257461547851,0.6364395618438721,0.8162104487419128,0.6666666666666666,0.6666666666666666,What kind of company does ANTEL run?,1
13, 1942,1942,0.0005037784576416,0.511375904083252,1.0,1.0,1.0,In what year did Japan establish a base in New Guinea?,1
14," 81,774","81,774",0.0005114078521728,0.6369431018829346,1.0,1.0,1.0,In 2007 the University of the Republic had a student body of how many people?,1
15, Yes.,"the trophy wears is decorated with ribbons in the colours of both finalists, with the loser's ribbons being removed at the end of the game.",0.0004992485046386,0.3880846500396728,0.1216714009642601,0.0,0.0,Is the trophy decorated? ,1
16, Rimer Cardillo,Rimer Cardillo,0.0005483627319335,0.6366503238677979,1.0000001192092896,1.0,1.0,Who made the National Institute of Fine Arts?,1
17," The FA Cup winners are awarded the trophy, and their name is engraved on the silver band around the base.","the trophy was to be permanently presented to any club which won the competition three times,",0.0005056858062744,2.8926868438720703,0.5925437211990356,0.1666666666666666,0.1666666666666666,What happens to multiple cup winners? ,0
18, September 2006,September 2006,0.0005087852478027,0.6358695030212402,1.0,1.0,1.0,When did Blair announce he was quitting?,1
19, 207,207,0.0005509853363037,0.3960988521575928,1.0,1.0,1.0,How many guest rooms does the Sheraton have?,1
20, Plaza Zabala,Plaza Zabala,0.0005304813385009,0.6995606422424316,1.0,1.0,1.0,Where is the equestrian statue of Bruno Mauricio de Zabala located? ,1
21, Romanesque Revival style.,Romanesque Revival style,0.0005018711090087,1.007117748260498,0.960302233695984,1.0,1.0,What stle was the Iglesia Punta Carretas built in?,1
