idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
0, 1923,1923,0.0005078315734863,0.8998134136199951,1.0,1.0,1.0,When did the first Yankee Stadium open?,1
1, Brierley Hill near Birmingham.,Brierley Hill,0.0005240440368652,1.6192328929901123,0.7880532741546631,0.6666666666666666,0.6666666666666666,In what settlement is the pub known as The Vine located?,1
2, When they are repugnant to domestic law or indigenous conditions.,repugnant to domestic law or indigenous conditions,0.0005016326904296,2.8515098094940186,0.836441695690155,0.8235294117647058,0.8235294117647058,When are reception statutes invaild?,1
3," In the United States, when both the federal and state governments have regulations that overlap, the federal regulations take precedence, as they are considered supreme under the Supremacy Clause of the Constitution.",coexist with each other,0.0004923343658447,7.951105356216431,0.2630230784416199,0.0,0.0,What happens when both the federal and state governments have regulations that overlap?,0
4," 46,000","46,000",0.0004949569702148,1.0720548629760742,1.0,1.0,1.0,How many production-level jobs were lost?,1
5, The Supreme Court.,the Supreme Court,0.0004911422729492,1.0706124305725098,0.9724016785621644,1.0,1.0,Any court that enforces an unconstitutional statute will be overturned by what court?,1
6, Tuva,Tuva,0.0004751682281494,0.6591792106628418,1.0000001192092896,1.0,1.0,"Which place in Russia could Feynman not visit, but wished to do so?",1
7, a slip law.,a slip law,0.0004847049713134,1.0752389430999756,0.9758548140525818,1.0,1.0,"After being given a law number, a new law is prepared for publication as what?",1
8," 33,000","33,000",0.0004863739013671,1.0731451511383057,1.0,1.0,1.0,How many dock workers were the Thames River Police policing?,1
9, ITV,ITV,0.0004909038543701,0.4489209651947021,1.0000001192092896,1.0,1.0,What channel is home to the soap opera Emmerdale?,1
10, Pickled cockles and mussels.,pickled cockles and mussels,0.0004773139953613,1.9015209674835205,0.9778863191604614,1.0,1.0,What seafood can often be purchased in jars at pubs?,1
11," The Magdala in South Hill Park, Hampstead.",The Magdala,0.0005390644073486,2.7354190349578857,0.5799645185470581,0.4444444444444445,0.4444444444444445,Outside what pub was David Blakely shot?,1
12, Off-sales counter.,off-sales counter,0.000483751296997,1.0804178714752195,0.9611539244651794,1.0,1.0,What was the name of the counter where pubs traditionally sold alcohol to drink at home?,1
13, 1868,1868,0.0004916191101074,0.8719086647033691,1.0,1.0,1.0,When was the passage of the 14th Amendment?,1
14, Yes,"Catholic Church has taught that even had man never sinned in the Garden of Eden and was sinless, he would still require God's grace to remain sinless.",0.0004873275756835,0.4547116756439209,-0.0100533943623304,0.0,0.0,According to the teaching of the Catholic religion is a savior for the world needed ?,1
15, Chapter 11,Chapter 11,0.0005125999450683,0.871549129486084,1.0000001192092896,1.0,1.0,What type of bankruptcy did Caesars Entertainment file for?,1
16, The Beer Act of 1830.,Wine and Beerhouse Act 1869,0.0004870891571044,1.9190099239349363,0.7046360969543457,0.2,0.2,What law mandated a license from the local magistrate to sell beer?,0
17, The Historic Atlantic City Convention Hall.,Historic Atlantic City Convention Hall,0.0004885196685791,1.7085402011871338,0.9799222946166992,0.9090909090909092,0.9090909090909092,What was Boardwalk Hall formerly known as?,1
18, 1742,1742,0.0004913806915283,0.8701493740081787,1.0,1.0,1.0,When was the Philadelphia Baptist Confession created?,1
